Person_ID dd/mm/yyyy hh/mm/ss (x, y) rotation
Person_ID1 30/09/2024 13:14:51 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:52 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:52 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:53 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:53 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:53 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:53 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:53 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:53 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:54 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:55 (0.0 0.0) -1.560242
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.556752
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.556752
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.555007
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.555007
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.555007
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.555007
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.553261
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.553261
Person_ID1 30/09/2024 13:14:56 (0.0 0.0) -1.548026
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.544535
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.544535
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.568969
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.563733
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.401426
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.370012
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.270533
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.254825
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.242609
Person_ID1 30/09/2024 13:14:57 (0.0 0.0) -1.209449
Person_ID1 30/09/2024 13:14:58 (0.0 0.0) -1.211194
Person_ID1 30/09/2024 13:14:58 (0.0 0.0) -1.21992
Person_ID1 30/09/2024 13:14:58 (0.0 0.0) -1.221665
Person_ID1 30/09/2024 13:14:58 (0.0 0.0) -1.21992
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.212939
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.212939
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.212939
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.212939
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.212939
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.214685
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.218175
Person_ID1 30/09/2024 13:14:59 (0.0 0.0) -1.221665
Person_ID1 30/09/2024 13:15:00 (0.0 0.0) -1.534064
Person_ID1 30/09/2024 13:15:00 (0.0 0.0) -1.521847
Person_ID1 30/09/2024 13:15:00 (0.0 0.0) -1.520102
Person_ID1 30/09/2024 13:15:00 (0.0 0.0) -1.520102
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.520102
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.520102
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.521847
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.521847
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.539299
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.553261
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.563733
Person_ID1 30/09/2024 13:15:01 (0.0 0.0) -1.794104
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.116974
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.169331
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.192019
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.371779
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.41541
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.570737
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.59168
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.479986
Person_ID1 30/09/2024 13:15:02 (0.0 0.0) -2.4381
Person_ID1 30/09/2024 13:15:03 (0.0 0.0) -1.856934
Person_ID1 30/09/2024 13:15:03 (0.0 0.0) -1.816794
Person_ID1 30/09/2024 13:15:03 (0.0 0.0) -1.783634
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.769672
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.760945
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.719059
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.717314
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.717314
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.694626
Person_ID1 30/09/2024 13:15:07 (0.0 0.0) -1.691136
